"kegg","intpathway","LCS","Gene Agreement","GenePair Agreement"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","propanoate_metabolism","0","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cell_cycle_and_cell_division","0","0.220","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","arginine_and_proline_metabolism","0","0.068","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","carnitine_shuttle","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_glutathione_metabolism_(truncated_&gamma;-glutamyl_cycle)","1","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","triglyceride_biosynthesis","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","limonene_and_pinene_degradation","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sulfate_assimilation_pathway","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","abc_transporters","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","udp-n-acetylglucosamine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","removal_of_superoxide_radicals","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","p-aminobenzoate_biosynthesis","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","ribose_and_deoxyribose_phosphate_metabolism","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","methionine_biosynthesis","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pentosephosphatweg","0","0.028","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","<i>myo</i>-inositol_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_purine_biosynthesis_and_salvage_pathways","1","0.079","0.002"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tryptophan_degradation","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","thiamine_metabolism","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","nucleotide_excision_repair","0","0.081","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","upiquinone_q_prenylation","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","ubiquitin_mediated_proteolysis","0","0.103","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glucose_fermentation","0","0.075","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","polyamine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phosphatidylinositol_signaling_system","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glutathione-glutaredoxin_redox_reaction","0","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","octane_oxidation","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","spliceosome","0","0.153","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","udp-glucose_conversion","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sulfur_relay_system","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","allantoin_degradation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","de_novo_biosynthesis_of_pyrimidine_ribonucleotides","0","0.046","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","porphyrin_and_chlorophyll_metabolism","0","0.037","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","threonine_and_methionine_biosynthesis","0","0.030","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","heme_biosynthesis","0","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","myristate_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glyoxylate_and_dicarboxylate_metabolism","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","purine_fermentation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","salvage_pathways_of_purines_and_their_nucleosides","1","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","chorismate_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","beta-alanine_metabolism","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycogen_biosynthesis","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","rna_degradation","0","0.126","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","serine_and_glycine_biosynthesis","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","periplasmic_nad_degradation","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","asparagine_degradation","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","starch_and_sucrose_metabolism","0","0.090","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phenylalanine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","vitamin_b6_metabolism","0","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","valine,_leucine_and_isoleucine_biosynthesis","0","0.041","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pyruvate_dehydrogenase_complex","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","proline_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cytoplasmic_trna_synthetases","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","de_novo_biosynthesis_of_purine_nucleotides","0","0.057","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","putrescine_biosynthesis","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","threonine_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sulfur_degradation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","biosynthesis_of_secondary_metabolites","0","0.438","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","mrna_surveillance_pathway","0","0.072","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","methane_metabolism","0","0.066","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pentose_phosphate_pathway","1","0.064","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phospholipids_degradation","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pentose_and_glucuronate_interconversions","1","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","arginine_biosynthesis","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","folate_polyglutamylation","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","palmitoleate_and_palmitate_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","homocysteine_biosynthesis","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","snare_interactions_in_vesicular_transport","0","0.053","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","s-adenosylmethionine_biosynthesis","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","galactose_metabolism","0","0.053","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","principle_pathways_of_carbon_metabolism","0","0.171","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycerol_teichoic_acid_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","serine_biosynthesis_from_3-phosphoglycerate","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","valine,_leucine_and_isoleucine_biosynthesis","0","0.041","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","s-adenosylmethionine_cycle","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","anaerobic_respiration","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","proline_utilization","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cysteine_biosynthesis/homocysteine_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","lipid-linked_oligosaccharide_biosynthesis","0","0.030","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","selenocompound_metabolism","0","0.028","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","nitrogen_metabolism","0","0.037","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","asparagine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","salvage_pathways_of_pyrimidine_ribonucleotides","1","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","folic_acid_biosynthesis","0","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","ethanol_degradation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","protein_modifications","0","0.028","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","chitin_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","starch_and_cellulose_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","homoserine_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","protein_processing_in_endoplasmic_reticulum","0","0.171","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","biosynthesis_of_unsaturated_fatty_acids","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tyrosine_metabolism","0","0.041","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fatty_acid_elongation,","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","other_types_of_o-glycan_biosynthesis","0","0.030","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","nicotinate_and_nicotinamide_metabolism","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pyridoxal_5'-phosphate_salvage_pathway","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","non-oxidative_branch_of_the_pentose_pathway","1","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","regulation_of_autophagy","0","0.039","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","citrate_cycle_(tca_cycle)","0","0.075","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","very_long_chain_fatty_acid_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","non-homologous_end-joining","0","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","m-cresol_degradation","0","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tryptophan_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","eukaryotic_transcription_initiation","0","0.070","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_ubiquinone_biosynthesis","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glutamate_biosynthesis","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","lysine_degradation","0","0.032","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tca_cycle","0","0.072","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","acetate_utilization","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glucose-6-phosphate_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","inositol_phosphate_biosynthesis","0","0.096","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","biotin_metabolism","0","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","mitochondrial_trna_synthetases","0","0.032","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","aminoacyl-trna_biosynthesis","0","0.088","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cysteine_and_methionine_metabolism","0","0.070","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_glutamate_biosynthesis","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glutamine_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","nucleotide_metabolism","0","0.088","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","thioredoxin_system","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_chorismate","0","0.070","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","one_carbon_pool_by_folate","0","0.035","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","colanic_acid_building_blocks_biosynthesis","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_phospholipid_biosynthesis","0","0.048","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","xylulose_degradation","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","chitosan_biosynthesis","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","xylose_metabolism","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_sulfur_amino_acid_biosynthesis","0","0.048","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","proteasome","0","0.096","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phosphatidate_biosynthesis_i_(the_dihydroxyacetone_pathway)","1","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","taurine_and_hypotaurine_metabolism","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sucrose_biosynthesis","0","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","aspartate_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","spermine,_spermidine_and_methylthioadenosine_biosynthesis","1","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","rna_polymerase","0","0.066","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","2-ketoglutarate_dehydrogenase_complex","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","steroid_biosynthesis","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_acetoin_and_butanediol_biosynthesis","1","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycogen_catabolism","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","metabolic_pathways","0","0.816","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","methionine_degradation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycerol_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","mapk_signaling_pathway","0","0.126","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","ribosome","0","0.293","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_leucine,_isoleucine,_and_valine_biosynthesis","1","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fatty_acid_elongation","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycerol_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","nad_salvage_pathway","0","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fructose_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tyrosine_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cytoplasmic_ribosomal_proteins","0","0.231","0.000"
