M26020 AAA35137.1 S000006025 YPL104W
U23084 AAC49093.1 S000005249 YNL305C
U23084 AAC49092.1 S000005250 YNL306W
U23084 AAC49095.1 S000005247 YNL303W
U23084 AAC49098.1 S000005244 YNL300W
X82408 CAA57804.1 S000003425 YGR193C
X87297 CAA60723.1 S000003791 YJR030C
X87297 CAA60725.1 S000003793 YJR032W
X87297 CAA60719.1 S000003785 YJR024C
X87297 CAA60720.1 S000003786 YJR025C
X90994 CAA62480.1 S000003068 YGL100W
U20618 AAB64521.1 S000004312 YLR320W
U20618 AAB64520.1 S000004310 YLR318W
U20618 AAB64514.1 S000004311 YLR319C
U20618 AAB64526.1 S000004322 YLR330W
U20618 AAB64515.1 S000004306 YLR314C
U20618 AAB64513.1 S000004313 YLR321C
U20618 AAB64517.1 S000004303 YLR312C
U20618 AAB64511.1 S000004315 YLR323C
U20618 AAB64533.1 S000004304 YLR312W-A
U20618 AAB64523.1 S000004318 YLR326W
U20618 AAB64519.1 S000004307 YLR315W
U20618 AAB64518.1 S000004302 YLR311C
U20618 AAB64510.1 S000004319 YLR327C
U20618 AAB64512.1 S000004317 YLR325C
Y07893 CAA69201.1 S000003502 YGR270W
Y07893 CAA69197.1 S000003498 YGR266W
Y07893 CAA69198.1 S000003499 YGR267C
Y07893 CAA69199.1 S000003500 YGR268C
Y07893 CAA69200.1 S000003501 YGR269W
X73297 CAA51733.1 S000002764 YDR356W
X85811 CAA59826.1 S000005035 YNL091W
X85811 CAA59822.1 S000005039 YNL095C
X85811 CAA59825.1 S000005036 YNL092W
X85811 CAA59821.1 S000005040 YNL096C
Z72946 CAA97175.1 S000003393 YGR161C
Z46796 CAA86802.1 S000002487 YDR080W
Z46796 CAA86791.1 S000002476 YDR069C
Z46796 CAA86803.1 S000002488 YDR081C
Z46796 CAA86796.1 S000002481 YDR074W
Z46796 CAA86807.1 S000002492 YDR085C
Z46796 CAA86794.1 S000002479 YDR072C
Z46796 CAA86804.1 S000002489 YDR082W
Z46796 CAA86798.1 S000002483 YDR076W
Z46796 CAA86810.1 S000002495 YDR088C
Z46796 CAA86799.1 S000002484 YDR077W
Z46796 CAA86809.1 S000002494 YDR087C
Z46796 CAA86800.1 S000002485 YDR078C
Z46796 CAA86806.1 S000002491 YDR084C
Z46796 CAA86793.1 S000002478 YDR071C
Z46796 CAA86795.1 S000002480 YDR073W
Z46796 CAA86801.1 S000002486 YDR079W
Z46796 CAA86792.1 S000002477 YDR070C
Z46796 CAA86808.1 S000002493 YDR086C
X99228 CAA67617.1 S000003487 YGR255C
X99228 CAA67613.1 S000003489 YGR257C
X99228 CAA67615.1 S000003485 YGR253C
J02603 AAA66888.1 S000000195 YBL099W
X51780 CAA36075.1 S000000684 YCR088W
X75780 CAA53406.1 S000001551 YKL068W
X75780 CAA53401.1 S000001556 YKL073W
X75780 CAA53402.1 S000001555 YKL072W
X75780 CAA53403.1 S000001554 YKL071W
X75780 CAA53405.1 S000001552 YKL069W
X75780 CAA53404.1 S000001553 YKL070W
X75780 CAA53407.1 S000001550 YKL067W
X75780 CAA53408.1 S000001549 YKL066W
J04186 AAA66916.1 S000002444 YDR037W
M36383 AAA34705.1 S000000888 YER086W
X75951 CAA53558.1 S000001698 YKL215C
X75951 CAA53560.1 S000001696 YKL213C
X75951 CAA53561.1 S000001695 YKL212W
X75951 CAA53556.1 S000001700 YKL217W
X75951 CAA53562.1 S000001694 YKL211C
X75951 CAA53555.1 S000001701 YKL218C
X75951 CAA53557.1 S000001699 YKL216W
X75951 CAA53559.1 S000001697 YKL214C
D12918 BAA02302.1 S000005180 YNL236W
M93050 AAA35044.1 S000005180 YNL236W
X97644 CAA66242.1 S000003078 YGL110C
X97644 CAA66240.1 S000003080 YGL112C
X97644 CAA66241.1 S000003079 YGL111W
X97644 CAA66247.1 S000003073 YGL105W
X97644 CAA66246.1 S000003074 YGL106W
M94719 AAA35111.1 S000000999 YHL007C
L06209 AAA03168.1 S000004556 YML091C
U09479 AAA18399.1 S000001921 YFR025C
X96770 CAA65554.1 S000006088 YPL167C
X96770 CAA65561.1 S000006081 YPL160W
X96770 CAA65571.1 S000006071 YPL150W
X96770 CAA65546.1 S000006068 YPL147W
X96770 CAA65568.1 S000006074 YPL153C
X96770 CAA65563.1 S000006079 YPL158C
X96770 CAA65557.1 S000006085 YPL164C
X96770 CAA65566.1 S000006076 YPL155C
X96770 CAA65560.1 S000006082 YPL161C
X96770 CAA65552.1 S000006090 YPL169C
X96770 CAA65547.1 S000006067 YPL146C
X96770 CAA65570.1 S000006072 YPL151C
X96770 CAA65553.1 S000006089 YPL168W
X96770 CAA65567.1 S000006075 YPL154C
X96770 CAA65556.1 S000006086 YPL165C
X96770 CAA65569.1 S000006073 YPL152W
X96770 CAA65564.1 S000006078 YPL157W
X96770 CAA65572.1 S000006070 YPL149W
X96770 CAA65565.1 S000006077 YPL156C
X96770 CAA65559.1 S000006083 YPL162C
X96770 CAA65558.1 S000006084 YPL163C
X96770 CAA65562.1 S000006080 YPL159C
X96770 CAA65555.1 S000006087 YPL166W
X96770 CAA65551.1 S000006091 YPL170W
X96770 CAA65549.1 S000006065 YPL144W
X57017 CAA40336.1 S000000871 YER069W
X67564 CAA47860.1 S000003739 YJL203W
Z47746 CAA87680.1 S000002511 YDR104C
Z47746 CAA87671.1 S000002504 YDR097C
Z47746 CAA87679.1 S000002510 YDR103W
Z47746 CAA87670.1 S000002503 YDR096W
Z47746 CAA87677.1 S000002508 YDR101C
Z47746 CAA87681.1 S000002512 YDR105C
Z47746 CAA87676.1 S000002507 YDR100W
Z47746 CAA87669.1 S000002502 YDR095C
Z47746 CAA87678.1 S000002509 YDR102C
X94561 CAA64256.1 S000006152 YPL231W
X94561 CAA64259.1 S000006149 YPL228W
X94561 CAA64252.1 S000006156 YPL235W
X94561 CAA64257.1 S000006151 YPL230W
X94561 CAA64260.1 S000006148 YPL227C
X94561 CAA64254.1 S000006154 YPL233W
X94561 CAA64258.1 S000006150 YPL229W
X94561 CAA64253.1 S000006155 YPL234C
Z30212 CAA82931.1 S000001618 YKL135C
Z72961 CAA97203.1 S000003409 YGR177C
Z74065 CAA98574.1 S000002175 YDL017W
U73512 AAB62976.1 S000005595 YOR069W
Z49472 CAA89492.1 S000003733 YJL197W
S55518 AAB19702.1 S000004760 YMR152W
S55518 AAB19704.1 S000004758 YMR150C
S55518 AAB19703.1 S000004759 YMR151W
Z70678 CAA94543.1 S000005584 YOR058C
Z70678 CAA94561.1 S000005602 YOR076C
Z70678 CAA94539.1 S000005580 YOR054C
Z70678 CAA94555.1 S000005596 YOR070C
Z70678 CAA94551.1 S000005592 YOR066W
Z70678 CAA94558.1 S000005599 YOR073W
Z70678 CAA94552.1 S000005593 YOR067C
Z70678 CAA94541.1 S000005582 YOR056C
Z70678 CAA94544.1 S000005585 YOR059C
Z70678 CAA94536.1 S000005577 YOR051C
Z70678 CAA94542.1 S000005583 YOR057W
Z70678 CAA94548.1 S000005589 YOR063W
Z70678 CAA94560.1 S000005601 YOR075W
Z70678 CAA94564.1 S000005605 YOR079C
Z70678 CAA94550.1 S000005591 YOR065W
Z70678 CAA94559.1 S000005600 YOR074C
Z70678 CAA94547.1 S000005588 YOR062C
Z70678 CAA94545.1 S000005586 YOR060C
Z70678 CAA94562.1 S000005603 YOR077W
Z70678 CAA94549.1 S000005590 YOR064C
Z70678 CAA94563.1 S000005604 YOR078W
Z70678 CAA94537.1 S000005578 YOR052C
Z70678 CAA94535.1 S000005576 YOR050C
Z70678 CAA94557.1 S000005598 YOR072W
L36344 AAA88743.1 S000003802 YJR041C
L36344 AAA88738.1 S000003797 YJR036C
L36344 AAA88741.1 S000003801 YJR040W
L36344 AAA88744.1 S000003803 YJR042W
L36344 AAA88748.1 S000003807 YJR046W
L36344 AAA88756.1 S000003814 YJR053W
L36344 AAA88755.1 S000003813 YJR052W
L36344 AAA88745.1 S000003804 YJR043C
L36344 AAA88753.1 S000003811 YJR050W
Z28068 CAA81905.1 S000001551 YKL068W
M27496 AAA34889.1 S000001283 YIL021W
X82364 CAA57780.1 S000000817 YER015W
X82086 CAA57607.1 S000002487 YDR080W
X82086 CAA57608.1 S000002488 YDR081C
X82086 CAA57614.1 S000002492 YDR085C
X82086 CAA57599.1 S000002479 YDR072C
X82086 CAA57609.1 S000002489 YDR082W
X82086 CAA57603.1 S000002483 YDR076W
X82086 CAA57617.1 S000002495 YDR088C
X82086 CAA57604.1 S000002484 YDR077W
X82086 CAA57616.1 S000002494 YDR087C
X82086 CAA57605.1 S000002485 YDR078C
X82086 CAA57611.1 S000002491 YDR084C
X82086 CAA57600.1 S000002480 YDR073W
X82086 CAA57601.1 S000002480 YDR073W
X82086 CAA57606.1 S000002486 YDR079W
X82086 CAA57615.1 S000002493 YDR086C
Z49209 CAA89089.1 S000002467 YDR060W
Z49209 CAA89098.1 S000002476 YDR069C
Z49209 CAA89082.1 S000002459 YDR052C
Z49209 CAA89079.1 S000002456 YDR049W
Z49209 CAA89091.1 S000002469 YDR062W
Z49209 CAA89086.1 S000002464 YDR057W
Z49209 CAA89090.1 S000002468 YDR061W
Z49209 CAA89094.1 S000002472 YDR065W
Z49209 CAA89078.1 S000002454 YDR047W
Z49209 CAA89081.1 S000002458 YDR051C
Z49209 CAA89093.1 S000002471 YDR064W
Z49209 CAA89087.1 S000002465 YDR058C
Z49209 CAA89097.1 S000002475 YDR068W
Z49209 CAA89083.1 S000002461 YDR054C
Z49209 CAA89080.1 S000002457 YDR050C
Z49209 CAA89096.1 S000002474 YDR067C
Z49209 CAA89085.1 S000002463 YDR056C
Z49209 CAA89095.1 S000002473 YDR066C
Z49209 CAA89092.1 S000002470 YDR063W
Z49209 CAA89076.1 S000002452 YDR045C
Z49209 CAA89099.1 S000002477 YDR070C
Z49210 CAA89101.1 S000004585 YML117W
Z49210 CAA89109.1 S000004577 YML109W
Z49210 CAA89107.1 S000004579 YML111W
Z49210 CAA89103.1 S000004583 YML115C
Z49210 CAA89104.1 S000004582 YML114C
Z49210 CAA89108.1 S000004578 YML110C
Z49210 CAA89106.1 S000004580 YML112W
Z49210 CAA89113.1 S000004573 YML105C
Z49210 CAA89105.1 S000004581 YML113W
Z49210 CAA89110.1 S000004576 YML108W
X53995 CAA37942.1 S000000134 YBL038W
X90518 CAA62123.1 S000005642 YOR116C
X90518 CAA62120.1 S000005650 YOR124C
X90518 CAA62108.1 S000005653 YOR127W
X90518 CAA62111.1 S000005639 YOR113W
X90518 CAA62121.1 S000005655 YOR129C
X90518 CAA62113.1 S000005638 YOR112W
X90518 CAA62125.1 S000005654 YOR128C
X90518 CAA62106.1 S000005644 YOR118W
X90518 CAA62115.1 S000005658 YOR132W
X90518 CAA62127.1 S000005645 YOR119C
X90518 CAA62122.1 S000005649 YOR123C
X90518 CAA62109.1 S000005660 YOR134W
X90518 CAA62112.1 S000005640 YOR114W
X90518 CAA62118.1 S000005656 YOR130C
X90518 CAA62124.1 S000005641 YOR115C
X90518 CAA62126.1 S000005652 YOR126C
X90518 CAA62105.1 S000005637 YOR111W
X90518 CAA62117.1 S000005657 YOR131C
X90518 CAA62128.1 S000005648 YOR122C
Z67751 CAA91603.1 S000006163 YPL242C
Z67751 CAA91595.1 S000006170 YPL249C
Z67751 CAA91596.1 S000006169 YPL248C
Z67751 CAA91591.1 S000006174 YPL253C
Z67751 CAA91601.1 S000006164 YPL243W
Z67751 CAA91597.1 S000006168 YPL247C
Z67751 CAA91590.1 S000006175 YPL254W
Z67751 CAA91609.1 S000006156 YPL235W
Z67751 CAA91599.1 S000006166 YPL245W
Z67751 CAA91608.1 S000006157 YPL236C
Z67751 CAA91600.1 S000006165 YPL244C
Z67751 CAA91598.1 S000006167 YPL246C
Z67751 CAA91605.1 S000006160 YPL239W
Z67751 CAA91610.1 S000006155 YPL234C
Z67751 CAA91594.1 S000006171 YPL250C
U33007 AAB64857.1 S000002828 YDR420W
U33007 AAB64875.1 S000002851 YDR443C
U33007 AAB64877.1 S000002838 YDR430C
U33007 AAB64863.1 S000002829 YDR421W
U33007 AAB64862.1 S000002824 YDR416W
U33007 AAB64869.1 S000002852 YDR444W
U33007 AAB64872.1 S000002860 YDR452W
U33007 AAB64861.1 S000002864 YDR456W
U33007 AAB64856.1 S000002827 YDR419W
U33007 AAB64858.1 S000002833 YDR425W
U33007 AAB64868.1 S000002848 YDR440W
U33007 AAB64866.1 S000002842 YDR434W
U33007 AAB64874.1 S000002857 YDR449C
U33007 AAB64871.1 S000002856 YDR448W
U33007 AAB64878.1 S000002831 YDR423C
U33007 AAB64853.1 S000002835 YDR427W
U33007 AAB64879.1 S000002823 YDR415C
U33007 AAB64860.1 S000002846 YDR438W
U33007 AAB64888.1 S000002822 YDR414C
U33007 AAB64873.1 S000002859 YDR451C
U33007 AAB64867.1 S000002847 YDR439W
U33007 AAB64889.1 S000002819 YDR411C
U33007 AAB64876.1 S000002843 YDR435C
U33007 AAB64870.1 S000002854 YDR446W
U33007 AAB64891.1 S000002858 YDR450W
U33007 AAB64884.1 S000002837 YDR429C
U33007 AAB64885.1 S000002836 YDR428C
U33007 AAB64880.1 S000002818 YDR410C
U33007 AAB64881.1 S000002862 YDR454C
U33007 AAB64883.1 S000002849 YDR441C
U33007 AAB64894.1 S000002832 YDR424C
U33007 AAB64854.1 S000002845 YDR437W
U33007 AAB64864.1 S000002839 YDR431W
U28374 AAB64737.1 S000002709 YDR301W
U28374 AAB64746.1 S000002718 YDR310C
U28374 AAB64739.1 S000002711 YDR303C
U28374 AAB64750.1 S000002722 YDR314C
U28374 AAB64731.1 S000002703 YDR295C
U28374 AAB64743.1 S000002715 YDR307W
U28374 AAB64747.1 S000002719 YDR311W
U28374 AAB64735.1 S000002707 YDR299W
U28374 AAB64742.1 S000002714 YDR306C
U28374 AAB64752.1 S000002724 YDR316W
U28374 AAB64745.1 S000002717 YDR309C
U28374 AAB64733.1 S000002705 YDR297W
U28374 AAB64749.1 S000002721 YDR313C
U28374 AAB64751.1 S000002723 YDR315C
U28374 AAB64741.1 S000002713 YDR305C
U28374 AAB64732.1 S000002704 YDR296W
U28374 AAB64738.1 S000002710 YDR302W
U28374 AAB64734.1 S000002706 YDR298C
U28374 AAB64744.1 S000002716 YDR308C
X78898 CAA55507.1 S000005145 YNL201C
X78898 CAA55491.1 S000005160 YNL216W
X78898 CAA55496.1 S000005156 YNL212W
X78898 CAA55511.1 S000005141 YNL197C
X78898 CAA55509.1 S000005143 YNL199C
X78898 CAA55502.1 S000005150 YNL206C
X78898 CAA55501.1 S000005151 YNL207W
X78898 CAA55490.1 S000005161 YNL217W
X78898 CAA55493.1 S000005159 YNL215W
X78898 CAA55504.1 S000005148 YNL204C
X78898 CAA55512.1 S000005140 YNL196C
X78898 CAA55497.1 S000005154 YNL210W
X78898 CAA55508.1 S000005144 YNL200C
X78898 CAA55495.1 S000005157 YNL213C
X78898 CAA55494.1 S000005158 YNL214W
X78898 CAA55510.1 S000005142 YNL198C
Z49213 CAA89146.1 S000004633 YMR031C
Z49213 CAA89147.1 S000004635 YMR032W
Z49213 CAA89144.1 S000004631 YMR029C
Z49213 CAA89149.1 S000004636 YMR033W
Z49213 CAA89150.1 S000004637 YMR034C
Z49213 CAA89145.1 S000004632 YMR030W
Z49213 CAA89151.1 S000004638 YMR035W
Z49213 CAA89148.1 S000028574 YMR030W-A
X71621 CAA50626.1 S000001528 YKL045W
X71621 CAA50627.1 S000001530 YKL047W
X71621 CAA50629.1 S000001526 YKL043W
X71621 CAA50630.1 S000001525 YKL042W
X71621 CAA50631.1 S000001524 YKL041W
X71621 CAA50628.1 S000001527 YKL044W
U40829 AAB68276.1 S000006339 YPR135W
U40829 AAB68281.1 S000006345 YPR141C
U40829 AAB68277.1 S000006341 YPR137W
U40829 AAB68283.1 S000006348 YPR144C
U40829 AAB68289.1 S000006356 YPR152C
U40829 AAB68286.1 S000006352 YPR148C
U40829 AAB68274.1 S000006337 YPR133C
U40829 AAB68280.1 S000006344 YPR140W
U40829 AAB68270.1 S000006332 YPR128C
U40829 AAB68285.1 S000006351 YPR147C
U40829 AAB68279.1 S000006343 YPR139C
U40829 AAB68275.1 S000006338 YPR134W
U40829 AAB68287.1 S000006353 YPR149W
U40829 AAB68294.1 S000006350 YPR146C
X95720 CAA65029.1 S000005868 YOR341W
X95720 CAA65036.1 S000005876 YOR349W
X95720 CAA65033.1 S000005873 YOR346W
X95720 CAA65037.1 S000005877 YOR350C
X95720 CAA65035.1 S000005875 YOR348C
X95720 CAA65026.1 S000005865 YOR338W
X95720 CAA65028.1 S000005867 YOR340C
X95720 CAA65030.1 S000005869 YOR342C
X95720 CAA65032.1 S000005871 YOR344C
X95720 CAA65027.1 S000005866 YOR339C
X95720 CAA65031.1 S000005870 YOR343C
U00029 AAB69734.1 S000001249 YHR206W
U00029 AAB69736.1 S000001250 YHR207C
U00029 AAB69732.1 S000001252 YHR209W
X03246 CAA27005.1 S000002323 YDL164C
X03246 CAA27006.1 S000002324 YDL165W
U23812 AAA91316.1 S000002851 YDR443C
X88851 CAA61313.1 S000003610 YJL074C
X88851 CAA61316.1 S000003616 YJL080C
X88851 CAA61319.1 S000003620 YJL084C
X88851 CAA61314.1 S000003614 YJL078C
X88851 CAA61317.1 S000003618 YJL082W
X88851 CAA61318.1 S000003619 YJL083W
X88851 CAA61308.1 S000003605 YJL069C
X88851 CAA61310.1 S000003607 YJL071W
X88851 CAA61311.1 S000003608 YJL072C
U00059 AAB68860.1 S000001144 YHR102W
U00059 AAB68867.1 S000001161 YHR119W
U00059 AAB68849.1 S000001162 YHR120W
U00059 AAB68868.1 S000001159 YHR117W
U00059 AAB68850.1 S000001156 YHR114W
U00059 AAB68855.1 S000001151 YHR109W
U00059 AAB68851.1 S000001155 YHR113W
U00059 AAB68852.1 S000001153 YHR111W
U00059 AAB68869.1 S000001160 YHR118C
U00059 AAB68863.1 S000001149 YHR107C
U00059 AAB68864.1 S000001154 YHR112C
U00059 AAB68861.1 S000001143 YHR101C
U00059 AAB68858.1 S000001146 YHR104W
U00059 AAB68857.1 S000001147 YHR105W
U00059 AAB68853.1 S000001152 YHR110W
U00059 AAB68870.1 S000001163 YHR121W
U00059 AAB68862.1 S000001142 YHR100C
U00059 AAB68866.1 S000001158 YHR116W
Z49703 CAA89764.1 S000004658 YMR054W
Z49703 CAA89763.1 S000004657 YMR053C
Z49703 CAA89759.1 S000004652 YMR049C
Z49703 CAA89771.1 S000004665 YMR061W
Z49703 CAA89768.1 S000004662 YMR058W
Z49703 CAA89770.1 S000004664 YMR060C
Z49703 CAA89758.1 S000004651 YMR048W
Z49703 CAA89765.1 S000004659 YMR055C
Z49703 CAA89762.1 S000004656 YMR052W
Z49703 CAA89767.1 S000004661 YMR057C
X91488 CAA62776.1 S000003938 YLL015W
X91488 CAA62775.1 - YLL016W
X91488 CAA62767.1 S000003926 YLL003W
X91488 CAA62779.1 S000003936 YLL013C
X91488 CAA62764.1 S000003928 YLL005C
X91488 CAA62770.1 S000003991 YLR001C
X91488 CAA62769.1 S000003924 YLL001W
X91488 CAA62762.1 S000003930 YLL007C
X91488 CAA62765.1 S000003927 YLL004W
X91488 CAA62780.1 S000003935 YLL012W
X91488 CAA62781.1 S000003934 YLL011W
X91488 CAA62768.1 S000003925 YLL002W
X91488 CAA62763.1 S000003929 YLL006W
X91488 CAA62778.1 S000003937 YLL014W
X91488 CAA62774.1 - YLL017W
U32274 AAB64847.1 S000002815 YDR407C
U32274 AAB64837.1 S000002803 YDR395W
U32274 AAB64849.1 S000002817 YDR409W
U32274 AAB64831.1 S000002797 YDR389W
U32274 AAB64839.1 S000002806 YDR398W
U32274 AAB64832.1 S000002798 YDR390C
U32274 AAB64828.1 S000002794 YDR386W
U32274 AAB64829.1 S000002795 YDR387C
U32274 AAB64843.1 S000002811 YDR403W
U32274 AAB64830.1 S000002796 YDR388W
U32274 AAB64835.1 S000002801 YDR393W
U32274 AAB64834.1 S000002800 YDR392W
U32274 AAB64826.1 S000002792 YDR384C
U32274 AAB64845.1 S000002813 YDR405W
U32274 AAB64833.1 S000002799 YDR391C
U32274 AAB64840.1 S000002807 YDR399W
U32274 AAB64848.1 S000002816 YDR408C
U32274 AAB64844.1 S000002812 YDR404C
U32274 AAB64824.1 S000002790 YDR382W
Z73544 CAA97900.1 S000006109 YPL188W
D10104 BAA00985.1 S000005143 YNL199C
X87941 CAA61183.1 S000003465 YGR233C
X87941 CAA61166.1 S000003450 YGR218W
X87941 CAA61189.1 S000003470 YGR238C
X87941 CAA61187.1 S000003469 YGR237C
X87941 CAA61169.1 S000003453 YGR221C
X87941 CAA61176.1 S000003459 YGR227W
X87941 CAA61178.1 S000003461 YGR229C
X87941 CAA61171.1 S000003455 YGR223C
X87941 CAA61184.1 S000003466 YGR234W
X87941 CAA61170.1 S000003454 YGR222W
X87941 CAA61191.1 S000003471 YGR239C
X87941 CAA61185.1 S000003467 YGR235C
X87941 CAA61182.1 S000003464 YGR232W
X87941 CAA61180.1 S000003462 YGR230W
U10399 AAB68872.1 S000001065 YHR023W
U10399 AAB68878.1 S000001069 YHR027C
U10399 AAB68879.1 S000001070 YHR028C
U10399 AAB68873.1 S000001062 YHR020W
U10399 AAB68874.1 S000001061 YHR019C
U10399 AAB68877.1 S000001066 YHR024C
U10399 AAB68871.1 S000001067 YHR025W
U10399 AAB68880.1 S000001071 YHR029C
U10399 AAB68875.1 S000001063 YHR021C
U10399 AAB68876.1 S000001064 YHR022C
U10399 AAB68881.1 S000001068 YHR026W
U10399 AAB68882.1 S000003531 YHR021W-A
U18795 AAB65032.1 S000000781 YEL055C
U18795 AAB65029.1 S000000784 YEL058W
U18795 AAB65023.1 S000000790 YEL064C
U18795 AAB65031.1 S000000782 YEL056W
U18795 AAB65030.1 S000000783 YEL057C
U18795 AAB65015.1 S000000798 YEL072W
U18795 AAB65020.1 S000000793 YEL067C
U18795 AAB65021.1 S000000792 YEL066W
U18795 AAB65013.1 S000000800 YEL074W
U18795 AAB65019.1 S000000794 YEL068C
U18795 AAB65014.1 S000000799 YEL073C
U18795 AAB65028.1 S000000785 YEL059W
U18795 AAB65036.1 S000002954 YEL059C-A
Z34098 CAA83999.1 S000003748 YJL212C
Z34098 CAA84002.1 S000003745 YJL209W
Z34098 CAA83998.1 S000003749 YJL213W
Z34098 CAA84003.1 S000003744 YJL208C
Z34098 CAA83993.1 S000003753 YJL217W
Z34098 CAA83992.1 S000003754 YJL218W
Z34098 CAA83996.1 S000003751 YJL215C
X76078 CAA53680.1 S000000227 YBR023C
X76078 CAA53688.1 S000000237 YBR033W
X76078 CAA53686.1 S000000234 YBR030W
X76078 CAA53684.1 S000000232 YBR028C
X76078 CAA53685.1 S000000233 YBR029C
X76078 CAA53682.1 S000000229 YBR025C
X76078 CAA53683.1 S000000230 YBR026C
X76078 CAA53689.1 S000000238 YBR034C
X76078 CAA53690.1 S000000239 YBR035C
X76078 CAA53679.1 S000000226 YBR022W
Z73003 CAA97246.1 S000003450 YGR218W
U25841 AAB64618.1 S000006393 YPR189W
U25841 AAB64623.1 S000006398 YPR194C
U25841 AAB64619.1 S000006394 YPR190C
U25841 AAB64615.1 S000006390 YPR186C
U25841 AAB64629.1 S000006405 YPR201W
U25841 AAB64620.1 S000006395 YPR191W
U25841 AAB64627.1 S000006403 YPR199C
U25841 AAB64616.1 S000006391 YPR187W
U25841 AAB64617.1 S000006392 YPR188C
U25841 AAB64622.1 S000006397 YPR193C
U25841 AAB64628.1 S000006404 YPR200C
U25841 AAB64624.1 S000006399 YPR195C
U22383 AAB64718.1 S000004446 YLR454W
U22383 AAB64722.1 S000004451 YLR459W
U22383 AAB64719.1 S000004447 YLR455W
U22383 AAB64720.1 S000004448 YLR456W
U53880 AAB67591.1 S000004077 YLR087C
U53880 AAB67590.1 S000004076 YLR086W
U53880 AAB67588.1 S000004074 YLR084C
U53880 AAB67592.1 S000004078 YLR088W
U53880 AAB67594.1 S000004080 YLR090W
U53880 AAB67584.1 S000004070 YLR080W
U53880 AAB67589.1 S000004075 YLR085C
U53880 AAB67586.1 S000004072 YLR082C
U53880 AAB67595.1 S000004081 YLR091W
U53880 AAB67583.1 S000004069 YLR079W
U53880 AAB67582.1 S000004068 YLR078C
X91258 CAA62653.1 S000004128 YLR138W
X91258 CAA62640.1 S000004119 YLR129W
X91258 CAA62638.1 S000004117 YLR127C
X91258 CAA62643.1 S000004121 YLR131C
X91258 CAA62650.1 S000004125 YLR135W
X91258 CAA62658.1 S000004129 YLR139C
X91258 CAA62646.1 S000004123 YLR133W
X91258 CAA62662.1 S000004132 YLR142W
X91258 CAA62642.1 S000004120 YLR130C
X91258 CAA62652.1 S000004127 YLR137W
X91258 CAA62660.1 S000004131 YLR141W
X91258 CAA62639.1 S000004118 YLR128W
X91258 CAA62645.1 S000004122 YLR132C
X91258 CAA62651.1 S000004126 YLR136C
X91258 CAA62637.1 S000004116 YLR126C
X91258 CAA62636.1 S000004115 YLR125W
U18814 AAB64614.1 S000000877 YER075C
U11581 AAB69747.1 S000000999 YHL007C
U11581 AAB69746.1 S000001000 YHL008C
U11581 AAB69745.1 S000001001 YHL009C
U11581 AAB69748.2 S000000998 YHL006C
U11581 AAB69749.1 S000000997 YHL005C
X92670 CAA63359.1 S000003105 YGL137W
X92670 CAA63358.1 S000003106 YGL138C
X92670 CAA63360.1 S000003104 YGL136C
U14913 AAB67427.1 S000004197 YLR207W
U14913 AAB67423.1 S000004209 YLR219W
U14913 AAB67424.1 S000004204 YLR214W
U14913 AAB67432.1 S000004186 YLR196W
U14913 AAB67442.1 S000004202 YLR212C
U14913 AAB67436.1 S000004185 YLR195C
U14913 AAB67438.1 S000004193 YLR203C
U14913 AAB67443.1 S000004203 YLR213C
U14913 AAB67445.1 S000004206 YLR216C
U14913 AAB67444.1 S000004205 YLR215C
U14913 AAB67439.2 S000004195 YLR205C
U14913 AAB67440.1 S000004199 YLR209C
U14913 AAB67426.1 S000004198 YLR208W
U14913 AAB67433.1 S000004182 YLR192C
U14913 AAB67447.1 S000004191 YLR201C
U14913 AAB67435.1 S000004184 YLR194C
U14913 AAB67434.1 S000004183 YLR193C
U14913 AAB67446.1 S000004208 YLR218C
U14913 AAB67450.1 S000004192 YLR202C
U14913 AAB67430.1 S000004190 YLR200W
U14913 AAB67429.1 S000004194 YLR204W
Z48008 CAA88066.1 S000002413 YDR006C
Z48008 CAA88074.1 S000002421 YDR014W
Z48008 CAA88058.1 S000002161 YDL003W
Z48008 CAA88064.1 S000002411 YDR004W
Z48008 CAA88056.1 S000002163 YDL005C
Z48008 CAA88060.1 S000002159 YDL001W
Z48008 CAA88065.1 S000002412 YDR005C
Z48008 CAA88063.1 S000002410 YDR003W
Z48008 CAA88073.1 S000002420 YDR013W
Z48008 CAA88059.1 S000002160 YDL002C
Z48008 CAA88062.1 S000002409 YDR002W
Z48008 CAA88057.1 S000002162 YDL004W
Z48008 CAA88070.1 S000002417 YDR010C
X77688 CAA54749.1 S000003743 YJL207C
X77688 CAA54762.1 S000003733 YJL197W
X77688 CAA54753.1 S000003740 YJL204C
X77688 CAA54752.1 S000003741 YJL206C
X77688 CAA54756.1 S000003737 YJL201W
X77688 CAA54767.1 S000003729 YJL193W
X77688 CAA54748.1 S000003744 YJL208C
X77688 CAA54754.1 S000003739 YJL203W
X77688 CAA54768.1 S000003728 YJL192C
X77688 CAA54770.1 S000003726 YJL190C
X77688 CAA54758.1 S000003735 YJL199C
X94607 CAA64313.1 S000004057 YLR067C
X94607 CAA64292.1 S000004035 YLR045C
X94607 CAA64304.1 S000004047 YLR057W
X94607 CAA64315.1 S000004059 YLR069C
X94607 CAA64294.1 S000004037 YLR047C
X94607 CAA64302.1 S000004045 YLR055C
